route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
75,5,2151010,Green Valley - Wheelock,,1,70120601,shp-75-02,1,1
75,2,1587100,Green Valley - Wheelock,,1,70131410,shp-75-02,1,1
75,5,2532010,Green Valley - Wheelock,,1,70120901,shp-75-02,1,1
75,6,2447030,Green Valley - Wheelock,,1,70078603,shp-75-02,1,1
75,3,2363020,Green Valley - Wheelock,,0,70082502,shp-75-01,1,1
75,6,2363030,Green Valley - Wheelock,,0,70082503,shp-75-01,1,1
75,6,1754030,Green Valley - Wheelock,,0,70078103,shp-75-01,1,1
75,7,1627090,Green Valley - Wheelock,,0,70106609,shp-75-01,1,1
75,5,1715010,Green Valley - Wheelock,,1,70120901,shp-75-02,1,1
75,8,1717130,Green Valley - Wheelock,,0,69904513,shp-75-01,1,1
75,7,1947090,Green Valley - Wheelock,,0,70111109,shp-75-01,1,1
75,3,2028020,Green Valley - Wheelock,,1,70078102,shp-75-02,1,1
75,2,1411100,Green Valley - Wheelock,,0,70131410,shp-75-01,1,1
75,3,1232020,Green Valley - Wheelock,,1,70082502,shp-75-02,1,1
75,8,1676130,Green Valley - Wheelock,,1,69904613,shp-75-02,1,1
75,8,1818130,Green Valley - Wheelock,,0,69904513,shp-75-01,1,1
75,1,1792110,Green Valley - Wheelock,,0,70092411,shp-75-01,1,1
75,1,1298110,Green Valley - Wheelock,,0,70092911,shp-75-01,1,1
75,8,1428130,Green Valley - Wheelock,,0,69904413,shp-75-01,1,1
75,2,1430100,Green Valley - Wheelock,,1,70131510,shp-75-02,1,1
75,5,1468010,Green Valley - Wheelock,,0,70120701,shp-75-01,1,1
75,7,184090,Green Valley - Wheelock,,0,70106609,shp-75-01,1,1
75,3,1777020,Green Valley - Wheelock,,0,70078402,shp-75-01,1,1
75,3,1754020,Green Valley - Wheelock,,0,70078102,shp-75-01,1,1
75,1,1115110,Green Valley - Wheelock,,1,70092311,shp-75-02,1,1
75,8,1424130,Green Valley - Wheelock,,0,69904513,shp-75-01,1,1
75,6,125030,Green Valley - Wheelock,,1,70078603,shp-75-02,1,1
75,7,1216090,Green Valley - Wheelock,,1,70111109,shp-75-02,1,1
75,8,1543130,Green Valley - Wheelock,,1,69904613,shp-75-02,1,1
75,6,1232030,Green Valley - Wheelock,,1,70082503,shp-75-02,1,1
75,8,118130,Green Valley - Wheelock,,0,69904613,shp-75-01,1,1
75,5,1123010,Green Valley - Wheelock,,0,70120601,shp-75-01,1,1
75,7,1371090,Green Valley - Wheelock,,1,70107009,shp-75-02,1,1
75,8,1045130,Green Valley - Wheelock,,1,69904313,shp-75-02,1,1
75,7,1056090,Green Valley - Wheelock,,0,70106809,shp-75-01,1,1
75,7,1191090,Green Valley - Wheelock,,1,70107209,shp-75-02,1,1
75,1,1182110,Green Valley - Wheelock,,0,70092411,shp-75-01,1,1
75,2,1219100,Green Valley - Wheelock,,0,70131510,shp-75-01,1,1
75,3,125020,Green Valley - Wheelock,,1,70078602,shp-75-02,1,1
75,8,1140130,Green Valley - Wheelock,,0,69904413,shp-75-01,1,1
75,7,2988090,Green Valley - Wheelock,,1,70106609,shp-75-02,1,1
75,2,2970100,Green Valley - Wheelock,,1,70131410,shp-75-02,1,1
75,7,2975090,Green Valley - Wheelock,,1,70106709,shp-75-02,1,1
75,6,3247030,Green Valley - Wheelock,,1,70078603,shp-75-02,1,1
75,3,2950020,Green Valley - Wheelock,,0,70078002,shp-75-01,1,1
75,2,2749100,Green Valley - Wheelock,,1,70131310,shp-75-02,1,1
75,1,2751110,Green Valley - Wheelock,,0,70096811,shp-75-01,1,1
75,3,2828020,Green Valley - Wheelock,,0,70078602,shp-75-01,1,1
75,6,2828030,Green Valley - Wheelock,,0,70078603,shp-75-01,1,1
75,2,2814100,Green Valley - Wheelock,,1,70131410,shp-75-02,1,1
75,1,3047110,Green Valley - Wheelock,,0,70096811,shp-75-01,1,1
75,1,2337110,Green Valley - Wheelock,,1,70092411,shp-75-02,1,1
75,1,2260110,Green Valley - Wheelock,,0,70092511,shp-75-01,1,1
75,1,226110,Green Valley - Wheelock,,0,70096811,shp-75-01,1,1
75,7,2228090,Green Valley - Wheelock,,1,70106809,shp-75-02,1,1
75,2,2156100,Green Valley - Wheelock,,0,70131210,shp-75-01,1,1
75,5,2583010,Green Valley - Wheelock,,0,70120801,shp-75-01,1,1
75,7,2460090,Green Valley - Wheelock,,1,70111109,shp-75-02,1,1
75,1,2629110,Green Valley - Wheelock,,1,70096811,shp-75-02,1,1
75,2,2580100,Green Valley - Wheelock,,0,70131210,shp-75-01,1,1
75,6,2950030,Green Valley - Wheelock,,0,70078003,shp-75-01,1,1
75,6,2626030,Green Valley - Wheelock,,0,70078003,shp-75-01,1,1
75,3,2904020,Green Valley - Wheelock,,0,70082502,shp-75-01,1,1
75,3,2252020,Green Valley - Wheelock,,1,70078002,shp-75-02,1,1
75,7,2254090,Green Valley - Wheelock,,0,70106709,shp-75-01,1,1
75,6,2285030,Green Valley - Wheelock,,0,70078603,shp-75-01,1,1
75,7,2427090,Green Valley - Wheelock,,0,70107009,shp-75-01,1,1
75,7,2360090,Green Valley - Wheelock,,0,70111109,shp-75-01,1,1
75,3,2327020,Green Valley - Wheelock,,1,70078102,shp-75-02,1,1
75,6,2327030,Green Valley - Wheelock,,1,70078103,shp-75-02,1,1
75,8,2286130,Green Valley - Wheelock,,0,69904313,shp-75-01,1,1
75,8,2152130,Green Valley - Wheelock,,0,69904613,shp-75-01,1,1
75,2,2790100,Green Valley - Wheelock,,0,70131410,shp-75-01,1,1
75,7,2131090,Green Valley - Wheelock,,0,70106709,shp-75-01,1,1
75,8,2242130,Green Valley - Wheelock,,1,69904413,shp-75-02,1,1
75,3,2626020,Green Valley - Wheelock,,0,70078002,shp-75-01,1,1
75,5,2511010,Green Valley - Wheelock,,1,70120901,shp-75-02,1,1
75,1,2085110,Green Valley - Wheelock,,1,70096811,shp-75-02,1,1
75,1,213110,Green Valley - Wheelock,,0,70092911,shp-75-01,1,1
75,7,1991090,Green Valley - Wheelock,,0,70106609,shp-75-01,1,1
75,6,2018030,Green Valley - Wheelock,,0,70078103,shp-75-01,1,1
75,3,2285020,Green Valley - Wheelock,,0,70078602,shp-75-01,1,1
75,7,2536090,Green Valley - Wheelock,,1,70106609,shp-75-02,1,1
75,7,2558090,Green Valley - Wheelock,,1,70106709,shp-75-02,1,1
75,8,2700130,Green Valley - Wheelock,,1,69904613,shp-75-02,1,1
75,6,2252030,Green Valley - Wheelock,,1,70078003,shp-75-02,1,1
75,2,2798100,Green Valley - Wheelock,,0,70131410,shp-75-01,1,1
75,7,2843090,Green Valley - Wheelock,,1,70106609,shp-75-02,1,1
75,5,2414010,Green Valley - Wheelock,,1,70120701,shp-75-02,1,1
75,5,1577010,Green Valley - Wheelock,,0,70120801,shp-75-01,1,1
75,6,1777030,Green Valley - Wheelock,,0,70078403,shp-75-01,1,1
75,6,2904030,Green Valley - Wheelock,,0,70082503,shp-75-01,1,1
75,6,1906030,Green Valley - Wheelock,,0,70082503,shp-75-01,1,1
75,3,2018020,Green Valley - Wheelock,,0,70078102,shp-75-01,1,1
75,5,1817010,Green Valley - Wheelock,,1,70120801,shp-75-02,1,1
75,2,3456100,Green Valley - Wheelock,,0,70131510,shp-75-01,1,1
75,8,3457130,Green Valley - Wheelock,,1,69904613,shp-75-02,1,1
75,8,3003130,Green Valley - Wheelock,,0,69904413,shp-75-01,1,1
75,1,3563110,Green Valley - Wheelock,,1,70092911,shp-75-02,1,1
75,6,3602030,Green Valley - Wheelock,,1,70078203,shp-75-02,1,1
75,8,359130,Green Valley - Wheelock,,0,69904313,shp-75-01,1,1
75,3,2697020,Green Valley - Wheelock,,0,70078102,shp-75-01,1,1
75,3,3136020,Green Valley - Wheelock,,1,70082502,shp-75-02,1,1
75,1,3052110,Green Valley - Wheelock,,1,70092911,shp-75-02,1,1
75,7,3185090,Green Valley - Wheelock,,1,70106709,shp-75-02,1,1
75,5,3035010,Green Valley - Wheelock,,0,70120701,shp-75-01,1,1
75,5,3043010,Green Valley - Wheelock,,1,70120801,shp-75-02,1,1
75,2,3311100,Green Valley - Wheelock,,1,70131410,shp-75-02,1,1
75,1,3731110,Green Valley - Wheelock,,1,70092911,shp-75-02,1,1
75,6,3872030,Green Valley - Wheelock,,1,70078003,shp-75-02,1,1
75,5,3671010,Green Valley - Wheelock,,1,70120701,shp-75-02,1,1
75,7,3435090,Green Valley - Wheelock,,0,70107209,shp-75-01,1,1
75,2,3367100,Green Valley - Wheelock,,0,70131310,shp-75-01,1,1
75,3,2447020,Green Valley - Wheelock,,1,70078602,shp-75-02,1,1
75,2,3347100,Green Valley - Wheelock,,1,70131510,shp-75-02,1,1
75,2,3379100,Green Valley - Wheelock,,0,70131510,shp-75-01,1,1
75,2,3955100,Green Valley - Wheelock,,0,70131410,shp-75-01,1,1
75,7,3803090,Green Valley - Wheelock,,1,70107209,shp-75-02,1,1
75,1,3631110,Green Valley - Wheelock,,1,70092311,shp-75-02,1,1
75,5,3523010,Green Valley - Wheelock,,0,70120801,shp-75-01,1,1
75,6,4151030,Green Valley - Wheelock,,0,70078603,shp-75-01,1,1
75,6,3136030,Green Valley - Wheelock,,1,70082503,shp-75-02,1,1
75,5,3372010,Green Valley - Wheelock,,0,70120901,shp-75-01,1,1
75,2,3251100,Green Valley - Wheelock,,1,70131310,shp-75-02,1,1
75,5,4100010,Green Valley - Wheelock,,0,70120801,shp-75-01,1,1
75,8,4128130,Green Valley - Wheelock,,1,69904513,shp-75-02,1,1
75,3,416020,Green Valley - Wheelock,,1,70078002,shp-75-02,1,1
75,1,3999110,Green Valley - Wheelock,,1,70092511,shp-75-02,1,1
75,8,4316130,Green Valley - Wheelock,,1,69904413,shp-75-02,1,1
75,1,4017110,Green Valley - Wheelock,,1,70092411,shp-75-02,1,1
75,2,4217100,Green Valley - Wheelock,,1,70131310,shp-75-02,1,1
75,8,4324130,Green Valley - Wheelock,,1,69904313,shp-75-02,1,1
75,2,4091100,Green Valley - Wheelock,,1,70131510,shp-75-02,1,1
75,3,58020,Green Valley - Wheelock,,1,70082502,shp-75-02,1,1
75,3,4151020,Green Valley - Wheelock,,0,70078602,shp-75-01,1,1
75,6,416030,Green Valley - Wheelock,,1,70078003,shp-75-02,1,1
75,7,4076090,Green Valley - Wheelock,,0,70111109,shp-75-01,1,1
75,1,956110,Green Valley - Wheelock,,0,70092711,shp-75-01,1,1
75,3,924020,Green Valley - Wheelock,,0,70078202,shp-75-01,1,1
75,1,2022110,Green Valley - Wheelock,,0,70092311,shp-75-01,1,1
75,5,2264010,Green Valley - Wheelock,,0,70120601,shp-75-01,1,1
75,1,1595110,Green Valley - Wheelock,,1,70092411,shp-75-02,1,1
75,1,1719110,Green Valley - Wheelock,,1,70092311,shp-75-02,1,1
75,1,1643110,Green Valley - Wheelock,,0,70092411,shp-75-01,1,1
75,8,874130,Green Valley - Wheelock,,0,69904613,shp-75-01,1,1
75,2,773100,Green Valley - Wheelock,,1,70131210,shp-75-02,1,1
75,8,898130,Green Valley - Wheelock,,0,69904513,shp-75-01,1,1
75,6,924030,Green Valley - Wheelock,,0,70078203,shp-75-01,1,1
75,7,695090,Green Valley - Wheelock,,1,70111109,shp-75-02,1,1
75,6,58030,Green Valley - Wheelock,,1,70082503,shp-75-02,1,1
75,8,4270130,Green Valley - Wheelock,,0,69904613,shp-75-01,1,1
75,6,743030,Green Valley - Wheelock,,1,70078103,shp-75-02,1,1
75,1,625110,Green Valley - Wheelock,,0,70092311,shp-75-01,1,1
75,3,842020,Green Valley - Wheelock,,1,70078402,shp-75-02,1,1
75,7,4209090,Green Valley - Wheelock,,0,70107209,shp-75-01,1,1
75,2,4213100,Green Valley - Wheelock,,0,70131510,shp-75-01,1,1
75,7,4249090,Green Valley - Wheelock,,0,70106709,shp-75-01,1,1
75,1,730110,Green Valley - Wheelock,,1,70096811,shp-75-02,1,1
75,5,4005010,Green Valley - Wheelock,,0,70120701,shp-75-01,1,1
75,5,772010,Green Valley - Wheelock,,1,70120601,shp-75-02,1,1
75,1,820110,Green Valley - Wheelock,,1,70092711,shp-75-02,1,1
75,2,4264100,Green Valley - Wheelock,,0,70131310,shp-75-01,1,1
75,5,816010,Green Valley - Wheelock,,1,70120901,shp-75-02,1,1
75,5,510010,Green Valley - Wheelock,,1,70120701,shp-75-02,1,1
75,7,3945090,Green Valley - Wheelock,,0,70107209,shp-75-01,1,1
75,5,3970010,Green Valley - Wheelock,,0,70120901,shp-75-01,1,1
75,3,3872020,Green Valley - Wheelock,,1,70078002,shp-75-02,1,1
75,6,2697030,Green Valley - Wheelock,,0,70078103,shp-75-01,1,1
75,2,2405100,Green Valley - Wheelock,,1,70131210,shp-75-02,1,1
75,3,2883020,Green Valley - Wheelock,,0,70078002,shp-75-01,1,1
75,6,2883030,Green Valley - Wheelock,,0,70078003,shp-75-01,1,1
75,1,3765110,Green Valley - Wheelock,,0,70092311,shp-75-01,1,1
75,5,3801010,Green Valley - Wheelock,,1,70120801,shp-75-02,1,1
75,5,3972010,Green Valley - Wheelock,,0,70120901,shp-75-01,1,1
75,8,3396130,Green Valley - Wheelock,,1,69904513,shp-75-02,1,1
75,5,3344010,Green Valley - Wheelock,,1,70120801,shp-75-02,1,1
75,3,3247020,Green Valley - Wheelock,,1,70078602,shp-75-02,1,1
75,3,3602020,Green Valley - Wheelock,,1,70078202,shp-75-02,1,1
75,8,3494130,Green Valley - Wheelock,,1,69904413,shp-75-02,1,1
75,1,648110,Green Valley - Wheelock,,0,70092911,shp-75-01,1,1
75,2,697100,Green Valley - Wheelock,,0,70131310,shp-75-01,1,1
75,3,743020,Green Valley - Wheelock,,1,70078102,shp-75-02,1,1
75,6,842030,Green Valley - Wheelock,,1,70078403,shp-75-02,1,1
78,7,738090,Ohlone/Watsonville Hospital,,1,70106709,shp-78-03,1,1
78,8,4048130,Ohlone/Watsonville Hospital,,1,69904513,shp-78-03,1,1
78,3,4025020,Ohlone/Watsonville Hospital,,1,70078502,shp-78-03,1,1
78,6,3074030,Ohlone/Watsonville Hospital,,1,70078103,shp-78-03,1,1
78,6,4025030,Ohlone/Watsonville Hospital,,1,70078503,shp-78-03,1,1
78,1,3925110,Ohlone/Watsonville Hospital,,1,70096811,shp-78-03,1,1
78,2,3889100,Ohlone/Watsonville Hospital,,1,70131410,shp-78-03,1,1
78,8,3561130,Ohlone/Watsonville Hospital,,1,69904413,shp-78-03,1,1
78,5,3546010,Ohlone/Watsonville Hospital,,1,70120601,shp-78-03,1,1
78,1,4178110,Ohlone/Watsonville Hospital,,1,70092811,shp-78-03,1,1
78,3,4142020,Ohlone/Watsonville Hospital,,1,70078002,shp-78-03,1,1
78,3,460020,Ohlone/Watsonville Hospital,,1,70078102,shp-78-03,1,1
78,5,4273010,Ohlone/Watsonville Hospital,,1,70120801,shp-78-03,1,1
78,5,735010,Ohlone/Watsonville Hospital,,1,70120801,shp-78-03,1,1
78,5,96010,Ohlone/Watsonville Hospital,,1,70120701,shp-78-03,1,1
78,6,460030,Ohlone/Watsonville Hospital,,1,70078103,shp-78-03,1,1
78,2,550100,Ohlone/Watsonville Hospital,,1,70131310,shp-78-03,1,1
78,7,558090,Ohlone/Watsonville Hospital,,1,70106609,shp-78-03,1,1
78,2,935100,Ohlone/Watsonville Hospital,,1,70131210,shp-78-03,1,1
78,6,2320030,Ohlone/Watsonville Hospital,,1,70078203,shp-78-03,1,1
78,2,654100,Ohlone/Watsonville Hospital,,1,70131510,shp-78-03,1,1
78,7,1211090,Ohlone/Watsonville Hospital,,1,70107209,shp-78-03,1,1
78,5,4029010,Ohlone/Watsonville Hospital,,1,70120901,shp-78-03,1,1
78,5,439010,Ohlone/Watsonville Hospital,,1,70120701,shp-78-03,1,1
78,6,4122030,Ohlone/Watsonville Hospital,,1,70078603,shp-78-03,1,1
78,5,4127010,Ohlone/Watsonville Hospital,,1,70120601,shp-78-03,1,1
78,2,4189100,Ohlone/Watsonville Hospital,,1,70131410,shp-78-03,1,1
78,2,419100,Ohlone/Watsonville Hospital,,1,70131510,shp-78-03,1,1
78,1,343110,Ohlone/Watsonville Hospital,,1,70092511,shp-78-03,1,1
78,7,352090,Ohlone/Watsonville Hospital,,1,70106609,shp-78-03,1,1
78,6,4142030,Ohlone/Watsonville Hospital,,1,70078003,shp-78-03,1,1
78,3,4122020,Ohlone/Watsonville Hospital,,1,70078602,shp-78-03,1,1
78,5,3989010,Ohlone/Watsonville Hospital,,1,70120901,shp-78-03,1,1
78,2,3834100,Ohlone/Watsonville Hospital,,1,70131310,shp-78-03,1,1
78,7,3423090,Ohlone/Watsonville Hospital,,1,70106709,shp-78-03,1,1
78,3,3366020,Ohlone/Watsonville Hospital,,1,70078002,shp-78-03,1,1
78,6,3366030,Ohlone/Watsonville Hospital,,1,70078003,shp-78-03,1,1
